@relation 'dataset-information'
@attribute 'id' numeric
@attribute 'State' {AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY}
@attribute 'Account_length ' numeric
@attribute 'Area_code ' numeric
@attribute 'International_plan ' {No, Yes}
@attribute 'Voice_mail_plan ' {No, Yes}
@attribute 'Number_vmail_messages ' numeric
@attribute 'Total_day_minutes ' numeric
@attribute 'Total_day_calls' numeric
@attribute 'Total_day_charge' numeric
@attribute 'Total_eve_minutes' numeric
@attribute 'Total_eve_calls' numeric
@attribute 'Total_eve_charge' numeric
@attribute 'Total_night_minutes' numeric
@attribute 'Total_night_calls' numeric
@attribute 'Total_night_charge' numeric
@attribute 'Total_intl_minutes' numeric
@attribute 'Total_intl_calls' numeric
@attribute 'Total_intl_charge' numeric
@attribute 'Customer_service_calls ' numeric
@attribute 'Churn_Label' {FALSE, TRUE}
@data
12354,VA,102,408,No,No,0,156.5,67,26.61,204.3,103,17.37,141.9,72,6.39,9.9,2,2.67,2,FALSE
12355,AR,89,415,No,Yes,25,215.1,140,36.57,197.4,69,16.78,162.1,117,7.29,10.6,10,2.86,1,FALSE
12356,CT,50,408,No,No,0,301.7,82,51.29,167.1,118,14.2,72.2,89,3.25,10.5,6,2.84,1,FALSE
12357,OH,93,415,No,Yes,42,152.3,90,25.89,267.5,102,22.74,266.9,130,12.01,11.3,5,3.05,7,FALSE
12358,WY,68,510,No,No,0,195.4,116,33.22,212.1,101,18.03,138.4,134,6.23,15.1,11,4.08,1,FALSE
12359,IL,70,408,No,No,0,208.7,97,35.48,275.5,83,23.42,182.5,122,8.21,8,3,2.16,2,FALSE
12360,MO,138,415,No,Yes,29,190.1,87,32.32,223.2,123,18.97,256.2,130,11.53,14.2,6,3.83,0,FALSE
12361,MA,112,415,No,Yes,17,183.2,95,31.14,252.8,125,21.49,156.7,95,7.05,9.7,3,2.62,0,FALSE
12362,NH,117,510,Yes,No,0,54.2,100,9.21,303.2,84,25.77,171.8,84,7.73,8.6,2,2.32,1,TRUE
12363,IA,1,408,No,Yes,26,208,115,35.36,185,113,15.73,177.7,144,8,8.1,9,2.19,1,FALSE
12364,AL,70,415,No,No,0,230.3,110,39.15,77.9,87,6.62,247.1,105,11.12,13.2,4,3.56,1,FALSE
12365,WV,52,510,No,Yes,21,195.7,119,33.27,106.2,95,9.03,157.4,94,7.08,5.3,3,1.43,2,FALSE
12366,NV,105,408,No,No,0,166.1,93,28.24,175.9,106,14.95,243.5,55,10.96,16.2,3,4.37,2,FALSE
12367,SC,77,510,No,Yes,28,135.9,117,23.1,244.5,102,20.78,207.5,74,9.34,11.5,3,3.11,4,TRUE
12368,NC,80,415,Yes,No,0,189.1,122,32.15,223.2,92,18.97,269,116,12.11,13.9,3,3.75,2,TRUE
12369,NH,120,510,No,Yes,43,177.9,117,30.24,175.1,70,14.88,161.3,117,7.26,11.5,4,3.11,1,FALSE
12370,WY,54,408,No,Yes,39,143.9,73,24.46,210.3,117,17.88,129.2,117,5.81,12.5,8,3.38,2,FALSE
12371,FL,148,510,Yes,No,0,148.2,138,25.19,159.6,123,13.57,197.4,62,8.88,8.6,3,2.32,2,FALSE
12372,PA,119,408,No,No,0,287.1,115,48.81,159.3,99,13.54,216.8,86,9.76,13.9,1,3.75,2,TRUE
12373,MO,85,510,No,No,0,165.8,96,28.19,190,141,16.15,144,116,6.48,10.9,3,2.94,5,TRUE
12374,KS,101,510,No,Yes,25,144.1,144,24.5,167.6,105,14.25,240,107,10.8,14.5,3,3.92,1,FALSE
12375,KY,172,415,No,No,0,172.5,85,29.33,253.1,71,21.51,221.6,113,9.97,5.9,6,1.59,0,FALSE
12376,DE,80,415,No,No,0,199.8,138,33.97,167.1,91,14.2,271.8,94,12.23,5.5,4,1.49,1,FALSE
12377,WI,67,510,No,No,0,109.1,134,18.55,142.3,76,12.1,91.2,86,4.1,10.9,5,2.94,2,FALSE
12378,CO,86,408,No,No,0,171.8,106,29.21,301.7,44,25.64,139.4,108,6.27,9.7,5,2.62,1,FALSE
12379,NM,107,415,No,No,0,222.3,101,37.79,286,111,24.31,249.4,117,11.22,12.1,4,3.27,1,TRUE
12380,DE,133,510,No,No,0,245.8,102,41.79,264.7,90,22.5,111.7,103,5.03,11.2,7,3.02,0,FALSE
12381,IL,116,510,No,No,0,164.6,110,27.98,270.6,103,23,230.4,109,10.37,8,3,2.16,0,FALSE
12382,WA,63,408,No,No,0,211.7,107,35.99,271.7,77,23.09,203.3,108,9.15,7.4,7,2,0,FALSE
12383,MA,119,408,Yes,Yes,16,147.2,103,25.02,160.1,96,13.61,184,120,8.28,7.7,2,2.08,0,TRUE
12384,OH,133,408,Yes,No,0,254.7,103,43.3,252.2,80,21.44,178.1,103,8.01,8,3,2.16,0,TRUE
12385,TN,94,408,Yes,No,0,170.1,113,28.92,271.8,94,23.1,110.7,78,4.98,8.7,4,2.35,1,FALSE
12386,MA,69,510,No,No,0,195.1,91,33.17,261.5,57,22.23,203.8,90,9.17,11.4,5,3.08,0,FALSE
12387,MI,146,408,No,No,0,149.3,83,25.38,187.1,130,15.9,149.8,100,6.74,7.9,4,2.13,7,TRUE
12388,NH,142,408,Yes,Yes,25,191.1,109,32.49,149.6,120,12.72,227.8,60,10.25,9.8,3,2.65,0,FALSE
12389,MD,123,408,No,No,0,206.9,115,35.17,224.4,86,19.07,197.4,60,8.88,8.3,2,2.24,3,FALSE
12390,MS,101,408,No,No,0,239,156,40.63,273,106,23.21,278.2,93,12.52,13.5,8,3.65,1,TRUE
12391,AZ,43,415,No,No,0,179.3,97,30.48,252.7,126,21.48,227.5,114,10.24,8,5,2.16,0,FALSE
12392,IN,69,408,No,No,0,185.3,91,31.5,219.1,88,18.62,243.6,107,10.96,5.5,5,1.49,0,FALSE
12393,NY,15,510,Yes,No,0,141.4,80,24.04,123.9,76,10.53,323.5,88,14.56,8.1,3,2.19,2,FALSE
12394,WV,67,510,No,No,0,152.5,131,25.93,252.4,107,21.45,185.4,104,8.34,4.9,3,1.32,2,FALSE
12395,NY,99,415,No,No,0,145.6,102,24.75,230.9,87,19.63,181.5,86,8.17,11.4,7,3.08,1,FALSE
12396,OK,46,415,No,No,0,164.2,116,27.91,196.2,153,16.68,236.1,119,10.62,8.1,1,2.19,1,FALSE
12397,NC,55,408,Yes,No,0,221,115,37.57,165.4,97,14.06,235.4,117,10.59,9.7,4,2.62,1,FALSE
12398,KY,39,415,No,No,0,295.4,126,50.22,232.1,117,19.73,204.4,123,9.2,11.5,2,3.11,1,TRUE
12399,TX,92,510,No,No,0,139.8,98,23.77,174.9,143,14.87,201.6,135,9.07,9.4,7,2.54,2,FALSE
12400,CT,56,415,No,No,0,162.3,99,27.59,149.1,78,12.67,255.5,115,11.5,14.8,1,4,4,TRUE
12401,NE,76,415,No,No,0,272.7,97,46.36,236.4,95,20.09,235.5,105,10.6,7.7,2,2.08,0,TRUE
12402,HI,132,408,Yes,Yes,33,200.3,75,34.05,226.6,67,19.26,198.8,91,8.95,12.9,3,3.48,2,FALSE
12403,AK,51,510,Yes,Yes,12,135.8,60,23.09,200.6,134,17.05,192.4,98,8.66,12.3,7,3.32,2,FALSE
12404,SD,27,408,No,No,0,236.7,110,40.24,231.9,92,19.71,164.7,85,7.41,12.7,6,3.43,1,FALSE
12405,ID,224,510,No,No,0,111.4,133,18.94,175,66,14.88,217.2,106,9.77,5.5,6,1.49,3,FALSE
12406,OK,105,510,Yes,Yes,28,156.1,89,26.54,107.1,114,9.1,167.7,95,7.55,14.7,3,3.97,0,TRUE
12407,WA,117,408,No,No,0,191.1,93,32.49,282.8,56,24.04,84.8,118,3.82,12,4,3.24,2,FALSE
12408,VA,146,415,No,No,0,205.4,101,34.92,134.9,77,11.47,310.5,83,13.97,10.3,2,2.78,3,FALSE
12409,WI,147,415,Yes,No,0,225.2,111,38.28,184.9,98,15.72,143.2,146,6.44,9.9,1,2.67,0,TRUE
12410,IN,68,510,No,No,0,249.9,127,42.48,254.5,118,21.63,273.2,98,12.29,8.9,6,2.4,2,TRUE
12411,NM,68,408,No,No,0,131.6,89,22.37,137,109,11.65,256.3,107,11.53,10.2,5,2.75,3,FALSE
12412,VT,159,415,No,No,0,275.8,103,46.89,189.5,108,16.11,223.9,93,10.08,7.4,5,2,2,TRUE
12413,AZ,134,415,No,Yes,40,142.9,105,24.29,88.6,61,7.53,290,96,13.05,10.8,6,2.92,1,FALSE
12414,VT,113,510,No,No,0,207.2,113,35.22,256,80,21.76,211,87,9.49,9.9,1,2.67,1,FALSE
12415,MO,132,408,No,No,0,206.2,100,35.05,211.2,118,17.95,196.2,122,8.83,10.2,6,2.75,1,FALSE
12416,NJ,93,510,Yes,Yes,38,225.7,117,38.37,119.6,122,10.17,193.2,125,8.69,14,7,3.78,1,TRUE
12417,WA,174,408,No,Yes,33,167.8,91,28.53,205.3,91,17.45,130,132,5.85,14.5,4,3.92,4,TRUE
12418,NY,61,415,No,No,0,197.7,118,33.61,152.2,96,12.94,221,93,9.95,7,3,1.89,2,FALSE
12419,DC,91,415,No,Yes,39,169.8,105,28.87,65.2,116,5.54,144.4,92,6.5,10.9,4,2.94,1,FALSE
12420,NE,88,408,No,Yes,28,190.6,104,32.4,237.3,105,20.17,211.6,116,9.52,9.8,1,2.65,2,FALSE
12421,MA,88,408,No,Yes,45,80.3,140,13.65,153.3,101,13.03,309.2,123,13.91,12.8,3,3.46,2,FALSE
12422,NM,182,415,No,No,0,69.1,114,11.75,230.3,109,19.58,256.7,96,11.55,6.5,4,1.76,0,FALSE
12423,CO,118,408,No,No,0,188.8,60,32.1,217.4,64,18.48,220.1,100,9.9,8.2,7,2.21,4,FALSE
12424,NH,103,408,No,No,0,150.6,125,25.6,169.1,126,14.37,221.2,104,9.95,10.4,8,2.81,8,TRUE
12425,IL,65,510,No,No,0,192,89,32.64,139.5,88,11.86,187.4,102,8.43,5.5,4,1.49,2,FALSE
12426,UT,61,408,No,Yes,25,163.7,78,27.83,113.2,112,9.62,134.1,118,6.03,9.9,3,2.67,3,FALSE
12427,WV,172,415,No,No,0,211.7,100,35.99,198.7,101,16.89,301.7,136,13.58,6.5,9,1.76,1,FALSE
12428,NJ,72,415,No,No,0,175.5,103,29.84,132.3,120,11.25,242.9,96,10.93,11.8,3,3.19,1,FALSE
12429,NM,113,510,No,No,0,150.1,120,25.52,200.1,85,17.01,266.7,105,12,11,3,2.97,2,FALSE
12430,NM,67,415,No,No,0,215.5,102,36.64,190.7,95,16.21,214.5,106,9.65,8.6,6,2.32,1,FALSE
12431,DE,136,415,No,No,0,101.7,105,17.29,202.8,99,17.24,136.2,119,6.13,9.4,6,2.54,3,FALSE
12432,GA,71,415,No,No,0,258.4,132,43.93,126.8,119,10.78,182.4,87,8.21,9.7,8,2.62,4,FALSE
12433,HI,134,408,No,No,0,242.4,126,41.21,152.9,115,13,318.3,115,14.32,11.8,6,3.19,1,FALSE
12434,NJ,84,415,No,No,0,190.2,102,32.33,197.7,141,16.8,247.5,102,11.14,9.8,6,2.65,2,FALSE
12435,ME,39,408,No,No,0,154.1,104,26.2,204.2,112,17.36,196.2,92,8.83,9.8,4,2.65,2,FALSE
12436,OK,110,510,No,No,0,188,127,31.96,90.5,118,7.69,150.3,64,6.76,15.3,3,4.13,3,FALSE
12437,TN,102,510,No,No,0,103.1,70,17.53,275,129,23.38,141.1,92,6.35,11.2,5,3.02,1,FALSE
12438,WY,70,415,No,No,0,175.4,130,29.82,159.5,130,13.56,260.6,96,11.73,11.6,4,3.13,0,FALSE
12439,NY,142,415,No,No,0,145.4,93,24.72,209.1,98,17.77,214,96,9.63,10.9,1,2.94,1,FALSE
12440,RI,17,415,No,No,0,161.5,123,27.46,214.2,81,18.21,315,106,14.18,8.6,5,2.32,1,FALSE
12441,PA,119,408,No,No,0,260.1,101,44.22,256.5,68,21.8,229.1,89,10.31,10,2,2.7,1,TRUE
12442,MD,108,415,Yes,Yes,42,130.1,90,22.12,167,128,14.2,244.7,80,11.01,13.6,5,3.67,3,TRUE
12443,VA,90,415,No,No,0,102,118,17.34,113.3,134,9.63,188.6,105,8.49,11.4,3,3.08,2,FALSE
12444,IN,100,415,No,Yes,33,218.7,104,37.18,155,144,13.18,99,117,4.46,12.1,4,3.27,1,FALSE
12445,OR,155,408,No,Yes,30,128.5,86,21.85,188.4,91,16.01,254.4,85,11.45,6.8,6,1.84,1,FALSE
12446,AZ,113,510,No,No,0,128.7,100,21.88,227.1,67,19.3,178.1,135,8.01,9.2,4,2.48,2,TRUE
12447,WI,123,415,No,No,0,172.2,92,29.27,162.6,76,13.82,250.3,101,11.26,8.7,4,2.35,1,FALSE
12448,VA,145,408,No,No,0,199.2,124,33.86,126,86,10.71,289.2,135,13.01,7.6,3,2.05,1,FALSE
12449,MO,42,415,No,No,0,184.5,98,31.37,200.5,93,17.04,279.2,91,12.56,8.8,3,2.38,2,FALSE
12450,NV,125,510,No,No,0,168.6,99,28.66,175.6,107,14.93,243.3,92,10.95,10.9,7,2.94,0,FALSE
12451,HI,131,415,No,Yes,30,174,118,29.58,205.3,81,17.45,218.2,90,9.82,6.7,3,1.81,1,FALSE
12452,WA,107,415,No,No,0,230.4,65,39.17,257.4,80,21.88,107.3,88,4.83,8.5,3,2.3,1,FALSE
12453,IL,48,408,No,No,0,198.2,73,33.69,202.8,115,17.24,146.4,73,6.59,5.1,5,1.38,1,FALSE
12454,IL,76,510,No,No,0,186.1,96,31.64,211.6,100,17.99,230.6,100,10.38,8,4,2.16,0,FALSE
12455,LA,128,415,No,No,0,148.5,105,25.25,243,106,20.66,255.2,114,11.48,6.8,2,1.84,1,FALSE
12456,WI,73,415,No,No,0,157.1,109,26.71,268.8,83,22.85,181.5,91,8.17,10,8,2.7,0,FALSE
12457,TX,52,415,No,No,0,155,110,26.35,133.4,104,11.34,176.1,84,7.92,7,4,1.89,4,TRUE
12458,NC,124,415,No,No,0,188.5,77,32.05,182,123,15.47,218.2,127,9.82,6.1,6,1.65,1,FALSE
12459,WA,137,408,No,No,0,208.8,120,35.5,225.3,100,19.15,221.6,130,9.97,11.1,5,3,0,FALSE
12460,MS,107,510,No,Yes,30,198.9,87,33.81,207,90,17.6,159.8,76,7.19,12.6,4,3.4,3,FALSE
12461,KY,147,408,No,No,0,212.8,79,36.18,204.1,91,17.35,156.2,113,7.03,10.2,2,2.75,1,FALSE
12462,RI,116,510,No,No,0,137.4,126,23.36,120,94,10.2,130.3,64,5.86,12.4,2,3.35,3,FALSE
12463,NY,60,510,No,Yes,31,191.8,75,32.61,267.8,135,22.76,200.5,62,9.02,12.8,3,3.46,2,FALSE
12464,TX,38,510,No,No,0,149,92,25.33,49.2,78,4.18,163.3,93,7.35,13.9,11,3.75,0,FALSE
12465,DE,63,408,No,No,0,117.1,118,19.91,249.6,90,21.22,162.2,84,7.3,11.1,4,3,3,FALSE
12466,NM,94,415,No,No,0,108,79,18.36,241.9,152,20.56,252.1,92,11.34,10.4,3,2.81,3,FALSE
12467,RI,131,415,No,No,0,112.8,133,19.18,199.4,116,16.95,142.7,105,6.42,10.1,5,2.73,0,FALSE
12468,MS,158,510,No,No,0,175.9,105,29.9,188.3,88,16.01,188.3,98,8.47,11,6,2.97,1,FALSE
12469,NY,139,510,No,No,0,236.6,109,40.22,169.9,107,14.44,212.3,118,9.55,11.1,2,3,1,TRUE
12470,WI,140,415,No,No,0,129.6,79,22.03,246.2,99,20.93,172.1,124,7.74,9.4,10,2.54,3,FALSE
12471,SD,52,510,No,Yes,20,133.3,63,22.66,184.1,123,15.65,272.9,107,12.28,13.5,2,3.65,1,FALSE
12472,VA,103,510,No,No,0,167.8,121,28.53,212.9,123,18.1,208.2,73,9.37,13,3,3.51,5,FALSE
12473,CO,85,510,No,Yes,21,283.2,110,48.14,239.7,108,20.37,149.5,80,6.73,6.3,1,1.7,5,FALSE
12474,WA,71,408,No,No,0,141.2,132,24,149.1,90,12.67,171.4,72,7.71,7,2,1.89,2,FALSE
12475,NV,177,415,No,Yes,27,230.2,106,39.13,196.1,78,16.67,215.4,108,9.69,10.4,2,2.81,1,FALSE
12476,SC,49,415,Yes,No,0,237.8,92,40.43,208.9,119,17.76,167.8,86,7.55,15.6,6,4.21,2,TRUE
12477,RI,106,510,Yes,No,0,204,84,34.68,168.5,61,14.32,164,102,7.38,13.3,3,3.59,3,TRUE
12478,ID,60,510,No,No,0,221.1,106,37.59,178.6,48,15.18,202.7,90,9.12,7.4,3,2,1,FALSE
12479,KY,43,408,No,No,0,177.2,93,30.12,142.6,60,12.12,314.1,144,14.13,12.7,2,3.43,4,FALSE
12480,SD,125,415,No,No,0,163.8,73,27.85,255.6,85,21.73,192.9,95,8.68,15.7,4,4.24,0,FALSE
12481,SC,114,510,No,Yes,4,141.3,96,24.02,230.4,88,19.58,223.7,85,10.07,9.4,3,2.54,3,FALSE
12482,TN,112,415,No,No,0,272.5,119,46.33,226.1,94,19.22,159.1,94,7.16,16.4,5,4.43,3,TRUE
12483,MT,101,408,No,Yes,16,118.9,112,20.21,228.3,97,19.41,180.1,111,8.1,8.2,5,2.21,2,FALSE
12484,WI,70,415,No,No,0,7.9,100,1.34,136.4,83,11.59,156.6,89,7.05,12.1,1,3.27,0,FALSE
12485,AK,59,408,No,No,0,159.5,96,27.12,167.2,123,14.21,138.6,106,6.24,10.2,4,2.75,0,FALSE
12486,AZ,59,408,No,No,0,150.2,70,25.53,185.7,98,15.78,212.5,128,9.56,12.1,2,3.27,1,FALSE
12487,DE,99,415,No,No,0,140.7,88,23.92,210.9,98,17.93,229.9,125,10.35,12.4,4,3.35,2,FALSE
12488,VA,150,510,No,No,0,169.2,123,28.76,216.8,83,18.43,179.4,107,8.07,12.6,3,3.4,1,FALSE
12489,MA,81,510,No,No,0,220.8,77,37.54,148.5,87,12.62,183.9,100,8.28,7.6,3,2.05,2,FALSE
12490,IN,86,510,No,No,0,216.3,96,36.77,266.3,77,22.64,214,110,9.63,4.5,3,1.22,0,FALSE
12491,MD,84,510,No,No,0,169.5,96,28.82,157.6,94,13.4,98.2,70,4.42,10.6,7,2.86,0,FALSE
12492,NV,118,510,No,Yes,35,256.3,119,43.57,258.1,91,21.94,215.5,130,9.7,11.7,1,3.16,1,FALSE
12493,CO,89,415,No,No,0,179.7,128,30.55,299.8,92,25.48,185.3,120,8.34,7.6,3,2.05,1,FALSE
12494,KS,93,415,No,No,0,266,120,45.22,130.1,84,11.06,165.8,63,7.46,13.1,6,3.54,3,FALSE
12495,AR,85,415,No,No,0,96.7,97,16.44,193.8,95,16.47,171.7,88,7.73,9.7,3,2.62,2,FALSE
12496,WY,160,408,No,No,0,82.7,116,14.06,194.6,95,16.54,159,54,7.15,10.9,9,2.94,0,FALSE
12497,PA,28,415,No,No,0,168.2,87,28.59,161.7,92,13.74,192.4,112,8.66,10.1,3,2.73,3,FALSE
12498,TX,73,408,No,No,0,286.4,109,48.69,178.2,67,15.15,214.2,152,9.64,10.7,14,2.89,1,TRUE
12499,NY,156,408,No,No,0,174.3,95,29.63,186.6,128,15.86,258.2,105,11.62,12.9,5,3.48,3,FALSE
12500,OR,33,415,Yes,No,0,190.6,100,32.4,161.7,104,13.74,189.9,136,8.55,13,6,3.51,1,FALSE
12501,CA,77,510,No,No,0,175.5,86,29.84,205.1,78,17.43,245.2,100,11.03,17.8,3,4.81,4,FALSE
12502,NY,119,415,No,No,0,133.4,102,22.68,204.6,71,17.39,196.9,103,8.86,11.1,7,3,1,FALSE
12503,AR,91,510,No,Yes,27,204.6,96,34.78,136,93,11.56,210.5,82,9.47,6.6,2,1.78,3,FALSE
12504,MI,102,510,No,No,0,242.2,88,41.17,233.2,89,19.82,188.5,121,8.48,6.2,6,1.67,3,FALSE
12505,OK,86,415,No,Yes,33,253.1,112,43.03,210.1,94,17.86,95,98,4.27,11.9,4,3.21,3,FALSE
12506,TX,82,415,No,No,0,130,110,22.1,185.3,88,15.75,178.7,105,8.04,8.3,4,2.24,0,FALSE
12507,NC,89,408,No,No,0,105.9,151,18,189.6,142,16.12,170.9,67,7.69,12.7,7,3.43,0,FALSE
12508,ID,86,415,No,No,0,194.2,98,33.01,193.8,95,16.47,192,123,8.64,9.3,7,2.51,3,FALSE
12509,OR,92,415,No,No,0,196.5,82,33.41,190,89,16.15,163.2,99,7.34,10.8,2,2.92,2,FALSE
12510,SD,87,510,No,No,0,184.5,81,31.37,172,103,14.62,183.4,96,8.25,13.7,3,3.7,3,FALSE
12511,NE,64,408,No,No,0,261.9,113,44.52,148.1,99,12.59,145.2,74,6.53,13.8,4,3.73,0,FALSE
12512,RI,80,510,No,No,0,202.4,118,34.41,260.2,67,22.12,177.4,112,7.98,9.2,5,2.48,3,FALSE
12513,MD,165,415,No,Yes,39,167.4,113,28.46,172.7,94,14.68,192.6,113,8.67,9.5,4,2.57,3,FALSE
12514,ID,153,415,No,Yes,22,167.7,104,28.51,246.8,91,20.98,203.9,117,9.18,7.5,11,2.03,1,FALSE
12515,SD,108,415,No,No,0,240.2,78,40.83,230.3,109,19.58,217,83,9.76,5.2,1,1.4,2,FALSE
12516,NY,104,415,No,Yes,26,189.1,112,32.15,178.2,97,15.15,199.3,104,8.97,11.1,4,3,1,FALSE
12517,DE,115,408,No,No,0,127.7,67,21.71,182.9,90,15.55,172.9,92,7.78,10.6,7,2.86,1,FALSE
12518,OK,87,415,No,No,0,205.2,106,34.88,99.5,122,8.46,189.5,75,8.53,13.4,3,3.62,1,FALSE
12519,IN,119,510,No,No,0,154.5,129,26.27,193.6,87,16.46,180.9,145,8.14,13.4,3,3.62,2,FALSE
12520,NV,69,415,No,No,0,153.7,109,26.13,194,105,16.49,256.1,114,11.52,14.1,6,3.81,1,FALSE
12521,SD,93,510,No,No,0,328.1,106,55.78,151.7,89,12.89,303.5,114,13.66,8.7,3,2.35,1,TRUE
12522,OK,154,415,Yes,No,0,145.9,69,24.8,208.2,141,17.7,180.9,106,8.14,14.4,10,3.89,0,TRUE
12523,KS,57,415,No,Yes,37,201.2,76,34.2,280.1,122,23.81,154.2,110,6.94,11.8,1,3.19,1,FALSE
12524,IA,130,510,No,No,0,139.1,72,23.65,246,112,20.91,207.2,121,9.32,11.4,9,3.08,5,FALSE
12525,NJ,151,415,No,No,0,118.9,128,20.21,278.3,65,23.66,194.8,61,8.77,13.2,10,3.56,2,FALSE
12526,NJ,162,408,No,No,0,217.6,87,36.99,279,71,23.72,250.7,65,11.28,10.4,4,2.81,2,TRUE
12527,MT,60,415,No,No,0,145,133,24.65,209.1,92,17.77,328.5,112,14.78,14.6,2,3.94,1,FALSE
12528,IA,81,510,No,No,0,203.5,89,34.6,289.6,69,24.62,212.9,71,9.58,8.7,3,2.35,3,FALSE
12529,TX,136,408,No,No,0,269.8,106,45.87,228.8,101,19.45,257.5,106,11.59,10.1,8,2.73,1,TRUE
12530,MS,121,415,No,Yes,21,126.3,84,21.47,209.6,102,17.82,192.5,129,8.66,10.6,2,2.86,1,FALSE
12531,IA,105,510,No,Yes,15,88.1,125,14.98,175.9,142,14.95,269.9,85,12.15,9.7,1,2.62,2,FALSE
12532,WI,105,415,No,Yes,34,218.5,61,37.15,196.7,74,16.72,151.1,103,6.8,9.9,4,2.67,2,FALSE
12533,MT,51,415,No,Yes,26,236.8,61,40.26,263.4,97,22.39,181.1,91,8.15,11.2,8,3.02,1,FALSE
12534,GA,64,408,No,No,0,124.1,117,21.1,192.8,108,16.39,162.9,84,7.33,6.4,5,1.73,3,FALSE
12535,MT,80,510,Yes,Yes,30,184.2,132,31.31,167.5,109,14.24,212.8,114,9.58,10,10,2.7,0,FALSE
12536,ND,56,415,No,No,0,222.7,133,37.86,277,89,23.55,101.8,94,4.58,13.6,4,3.67,4,FALSE
12537,VT,120,415,No,No,0,149.2,98,25.36,193.6,88,16.46,248.9,119,11.2,11.1,5,3,1,FALSE
12538,SD,103,510,No,No,0,206.5,125,35.11,180.2,113,15.32,220.6,95,9.93,12.2,4,3.29,3,FALSE
12539,OH,164,510,No,Yes,27,159.7,102,27.15,168.8,113,14.35,244.1,127,10.98,9.6,9,2.59,3,FALSE
12540,OH,116,415,No,Yes,27,204.7,118,34.8,209.4,91,17.8,212.9,67,9.58,7,2,1.89,2,FALSE
12541,MT,121,408,No,No,0,213.2,79,36.24,120.7,116,10.26,244.4,102,11,7.5,4,2.03,1,FALSE
12542,NV,183,415,No,No,0,116.7,92,19.84,213.8,112,18.17,214.3,112,9.64,9.7,6,2.62,2,FALSE
12543,UT,104,408,No,No,0,263.4,101,44.78,235.5,117,20.02,102,146,4.59,13,4,3.51,0,FALSE
12544,NH,90,408,No,No,0,140.2,97,23.83,213.9,102,18.18,120,126,5.4,7.1,2,1.92,1,FALSE
12545,LA,82,415,No,No,0,197.7,101,33.61,127.6,83,10.85,142.1,103,6.39,13.5,3,3.65,1,FALSE
12546,NY,9,415,No,Yes,16,88.5,87,15.05,178.8,108,15.2,228.7,96,10.29,11.5,3,3.11,2,FALSE
12547,CT,97,415,No,No,0,215.3,58,36.6,242.4,91,20.6,279.8,105,12.59,12.1,9,3.27,0,FALSE
12548,MI,127,510,No,Yes,25,203.8,118,34.65,267.1,48,22.7,225.1,105,10.13,7.3,5,1.97,0,FALSE
12549,SD,125,510,No,Yes,34,268.4,112,45.63,222.2,108,18.89,117.6,102,5.29,10.3,3,2.78,0,FALSE
12550,ME,140,415,No,No,0,159.1,104,27.05,269.8,106,22.93,220.4,116,9.92,10.3,4,2.78,1,FALSE
12551,MD,90,415,No,No,0,114.4,122,19.45,127.7,154,10.85,253.1,109,11.39,10.1,5,2.73,2,FALSE
12552,VA,67,415,No,No,0,138.9,65,23.61,208.9,109,17.76,232.4,82,10.46,9.2,3,2.48,2,FALSE
12553,NJ,113,415,No,No,0,186,55,31.62,237.4,105,20.18,148.1,83,6.66,12.2,6,3.29,1,FALSE
12554,TN,121,510,No,Yes,26,170.4,91,28.97,254.5,90,21.63,219.6,122,9.88,15.1,5,4.08,0,FALSE
12555,DC,93,408,No,No,0,164.5,95,27.97,230.9,87,19.63,149.9,91,6.75,9.9,3,2.67,4,FALSE
12556,DC,121,408,No,No,0,168.6,121,28.66,168.6,94,14.33,95.3,59,4.29,12.3,4,3.32,1,FALSE
12557,OR,53,408,No,No,0,261.2,119,44.4,250.8,105,21.32,176,112,7.92,9.8,2,2.65,0,TRUE
12558,RI,75,415,No,No,0,190.5,91,32.39,178.4,75,15.16,162.4,113,7.31,13.1,5,3.54,1,FALSE
12559,AK,132,510,No,No,0,181.1,121,30.79,314.4,109,26.72,246.7,81,11.1,4.2,9,1.13,2,FALSE
12560,WI,162,408,No,No,0,177.1,131,30.11,114.7,122,9.75,153.6,88,6.91,6.5,6,1.76,3,FALSE
12561,IN,140,415,No,No,0,160.5,114,27.29,240.5,103,20.44,233.5,121,10.51,11.3,4,3.05,1,FALSE
12562,MI,91,408,No,No,0,134.7,116,22.9,295.3,98,25.1,195.5,121,8.8,6.6,5,1.78,2,FALSE
12563,ID,73,510,No,Yes,28,198.2,107,33.69,139.1,123,11.82,199.1,139,8.96,8.8,1,2.38,2,FALSE
12564,NH,95,408,Yes,No,0,228.9,134,38.91,255.7,71,21.73,208,120,9.36,10.1,2,2.73,4,TRUE
12565,MN,145,408,No,No,0,241.7,137,41.09,135.8,100,11.54,277.6,123,12.49,13.1,3,3.54,0,FALSE
12566,AZ,100,415,No,No,0,131.1,108,22.29,176.2,81,14.98,89.7,81,4.04,4.3,4,1.16,1,FALSE
